"","V1","V2"
"376","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_53_6HR_DHA_BRep1"
"377","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_40_24HR_UT_BRep2"
"378","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_32_24HR_DHA_BRep2"
"379","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_47_6HR_UT_BRep1"
"380","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_27_6HR_DHA_BRep5"
"381","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_46_6HR_DHA_BRep2"
"382","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_24HR_DHA_BRep3"
"383","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_39_6HR_UT_BRep1"
"384","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_33_6HR_UT_BRep2"
"385","256178610196_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_09_6HR_UT_BRep2"
"386","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_51_6HR_DHA_BRep1"
"387","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_46_6HR_UT_BRep1"
"388","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_13_24HR_UT_BRep2"
"389","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_53_6HR_DHA_BRep2"
"390","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_24HR_UT_BRep3"
"391","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_24_24HR_UT_BRep1"
"392","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_10_24HR_UT_BRep2"
"393","256178610197_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_53_24HR_UT_BRep1"
"394","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_50_6HR_UT_BRep1"
"395","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_05_6HR_UT_BRep1"
"396","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_38_24HR_DHA_BRep1"
"397","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_46_24HR_DHA_BRep2"
"398","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_6HR_UT_BRep5"
"399","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_10_6HR_UT_BRep1"
"400","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_24_24HR_DHA_BRep2"
"401","256178610198_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_09_24HR_UT_BRep1"
"402","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_43_24HR_UT_BRep1"
"403","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_05_24HR_UT_BRep1"
"404","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_43_6HR_UT_BRep2"
"405","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_46_6HR_UT_BRep2"
"406","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_10_6HR_DHA_BRep2"
"407","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_10_24HR_UT_BRep1"
"408","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_36_6HR_DHA_BRep1"
"409","256178610199_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_53_24HR_DHA_BRep2"
"410","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_51_6HR_UT_BRep2"
"411","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_24_6HR_UT_BRep2"
"412","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_39_6HR_DHA_BRep1"
"413","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_36_24HR_UT_BRep2"
"414","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_09_6HR_UT_BRep1"
"415","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_53_24HR_UT_BRep2"
"416","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_05_6HR_DHA_BRep2"
"417","256178610200_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_50_6HR_UT_BRep2"
"418","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_19_24HR_UT_BRep1"
"419","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_40_6HR_UT_BRep2"
"420","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_23_6HR_UT_BRep2"
"421","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_40_24HR_DHA_BRep1"
"422","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_6HR_DHA_BRep6"
"423","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_33_24HR_DHA_BRep2"
"424","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_27_24HR_UT_BRep5"
"425","256178610201_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_39_6HR_DHA_BRep2"
"426","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_44_6HR_DHA_BRep1"
"427","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_35_24HR_UT_BRep1"
"428","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_36_24HR_UT_BRep1"
"429","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_09_6HR_DHA_BRep2"
"430","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_32_6HR_DHA_BRep2"
"431","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_50_24HR_DHA_BRep2"
"432","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_31_6HR_DHA_BRep1"
"433","256178610202_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_16_6HR_UT_BRep1"
"434","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_36_6HR_DHA_BRep2"
"435","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_05_6HR_UT_BRep2"
"436","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_43_6HR_DHA_BRep2"
"437","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_32_6HR_UT_BRep2"
"438","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_44_6HR_UT_BRep1"
"439","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_32_24HR_UT_BRep2"
"440","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_19_6HR_DHA_BRep1"
"441","256178610203_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_19_24HR_DHA_BRep2"
"442","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_23_24HR_DHA_BRep1"
"443","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_27_6HR_UT_BRep8"
"444","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_09_24HR_DHA_BRep1"
"445","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_44_6HR_DHA_BRep2"
"446","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_03_24HR_DHA_BRep2"
"447","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_44_24HR_DHA_BRep1"
"448","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_38_6HR_UT_BRep1"
"449","256178610204_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_44_24HR_DHA_BRep2"
"450","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_44_24HR_UT_BRep1"
"451","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_31_6HR_UT_BRep1"
"452","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_16_24HR_UT_BRep1"
"453","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_09_6HR_DHA_BRep1"
"454","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_33_24HR_UT_BRep2"
"455","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_03_24HR_UT_BRep1"
"456","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_27_6HR_DHA_BRep4"
"457","256178610205_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_37_24HR_DHA_BRep1"
"458","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_33_24HR_DHA_BRep1"
"459","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_31_6HR_DHA_BRep2"
"460","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_44_24HR_UT_BRep2"
"461","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_27_24HR_UT_BRep4"
"462","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_32_24HR_UT_BRep1"
"463","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_38_24HR_UT_BRep1"
"464","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_13_24HR_UT_BRep1"
"465","256178610206_Ferdig_Agilent_5.12.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_34_6HR_UT_BRep2"
"466","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_36_24HR_DHA_BRep1"
"467","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_13_24HR_DHA_BRep2"
"468","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_43_6HR_UT_BRep1"
"469","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_13_6HR_DHA_BRep1"
"470","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_51_6HR_DHA_BRep2"
"471","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_19_6HR_UT_BRep1"
"472","256178610207_Ferdig_Agilent_5.25.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_23_6HR_DHA_BRep2"
